Customer ID,Annual Income,Years in current job,Home Ownership
1b6a9d89-9fef-4b1a-970f-6800a2adda57,1359925,3 years,Rent
997e0e90-854b-4cec-9d15-df6bc55ed7df,689073,10+ years,Rent
bfe0d859-c77c-4054-829f-20ea30183364,1533072,10+ years,HaveMortgage
fb239ce5-a5e3-4052-a90d-7f3f68c17a05,2322275,3 years,Home Mortgage
68c7f008-0270-4f7a-bd44-2f11a818ed25,,4 years,Home Mortgage
d6e402af-db52-4e99-9fb1-b9d0eea080a0,,10+ years,Rent
5101c0c1-42b1-49a8-9b66-6c6ad939a117,640414,9 years,Rent
5c5a32ae-ce9f-4291-825b-a45ae552945c,2595267,< 1 year,Rent
a5b166b4-23b0-446a-bfc9-b9cd56521e18,776340,10+ years,Home Mortgage
b5cc72c9-3132-4c21-b986-4f2db9fef973,,6 years,Home Mortgage
24168f49-71b8-4778-9bbf-951ae4fd90de,1478979,1 year,Home Mortgage
8e9ef013-04d5-4d4c-8ad3-f67420fb824b,,10+ years,Rent
c4208ddc-7c5c-4709-b25f-e5d651fbb52a,,2 years,Own Home
55cadde6-cb8c-471b-b14b-1811a4c966e9,1412175,2 years,Rent
4ff98053-0880-4090-85e0-cd63c859e38d,867179,10+ years,Own Home
b98c0002-4f2d-4bb2-85fb-68d6e25c970d,1743858,5 years,Home Mortgage
7950cf4c-8ec7-48bd-b36d-4cd73ead0b06,1891450,10+ years,Home Mortgage
85909266-000d-473e-a985-1bda79795d6b,2437890,10+ years,Home Mortgage
4a1bad9b-9eb8-42c5-b426-1eaf0701fa3b,,3 years,Home Mortgage
52f00812-7f2f-4109-9772-4db3e44a19c2,969760,2 years,Home Mortgage
1187efcf-6366-4084-9879-5c0048f8b451,,5 years,Rent
fd3fe1b0-940d-40df-b5b3-35f0f8082777,,10+ years,Home Mortgage
d0c0d131-4514-4e73-a5f6-e6a73b1885da,1530545,9 years,Home Mortgage
bf6f0d32-f3b0-4c3f-b0fa-18143acde912,1273133,10+ years,Home Mortgage
0b7488fd-15ea-461a-bf7f-07203c8917f7,790267,9 years,Home Mortgage
2c2641f7-c9b8-4598-9051-9c2eac309aac,,2 years,Home Mortgage
eb098fea-f5af-45b6-bd2f-7c4937240f12,,1 year,Home Mortgage
ba3a8595-e84e-4f7e-a88f-f8dfd3c6dc6a,1774315,3 years,Home Mortgage
63fe9c33-0d7f-4b0e-befe-fdc3cdda5715,,10+ years,Home Mortgage
45c1d751-5891-4724-b3d7-ef1803bfb300,,10+ years,Home Mortgage
b16f65ab-64f5-4ce4-82f2-24d10fe7e229,1002326,2 years,Home Mortgage
aa12c626-b094-4c04-9c8d-2d5400bdbc05,2851710,8 years,Home Mortgage
8053fe4a-2fdb-4f73-99c1-70705b74ee87,1522907,10+ years,Home Mortgage
36a676cb-7b91-4766-ab98-1f7fd175ce17,3573406,10+ years,Home Mortgage
f8240ba3-afe2-4108-9a78-a070c423330c,1718550,< 1 year,Own Home
7852ac35-c590-488a-a9ff-8637eb26045f,,10+ years,Home Mortgage
60b6d9f8-3b32-4f33-b525-98d096900324,573705,10+ years,Rent
9bf9e390-5d7e-4b5c-9ff6-886be17784c4,1250314,10+ years,Home Mortgage
06c22fcd-ecc6-465c-8883-03ab8d24268f,,2 years,Rent
bc506acd-6c0b-4545-82d4-6dd9d0dfe628,1444228,10+ years,Home Mortgage
6950311c-e122-4358-8cc3-50341fe14880,775295,3 years,Home Mortgage
d7ae7a96-1230-43ae-9642-a20fe972e7b4,,n/a,Rent
bcd81c13-33e0-4296-b77a-0d35cf73b744,1042283,2 years,Rent
4182a47d-5076-4c6e-a5f0-ac71daae6cb5,1263956,10+ years,Home Mortgage
d5b13bb2-16bd-4c8c-ae50-4368c32861b5,2520388,3 years,Rent
818027c9-9af1-4a68-bba6-790dc682a49d,942115,6 years,Rent
7845ab46-6ed2-4b3f-89bf-899e8c6f4abc,3407802,10+ years,Home Mortgage
e9769e19-c9a4-4f1a-9443-5c3344599eb8,3129604,10+ years,Home Mortgage
95e8069e-fb1a-4a60-9185-5c0052c8d758,2009364,< 1 year,Home Mortgage
8080d5ed-d14a-4d49-88a8-0071eaa9de68,1264640,7 years,HaveMortgage
51f42a4b-649c-4946-8177-d3f86b4680b2,659547,3 years,Rent
757372e2-ddd1-4130-b644-130f0386b0b7,743508,1 year,Home Mortgage
eeb6e526-9b47-4cb7-8268-14fab8757c8b,990375,10+ years,Rent
8c5516a5-1c28-4dd0-9e5f-a1d89342479c,,1 year,Home Mortgage
3f1e9334-bb76-42b7-a493-ed58ecf17822,,9 years,Own Home
6cb3ef34-2c65-4269-a29a-a9ce5174c19f,1410465,10+ years,Home Mortgage
55ac13d0-ede4-4886-a7be-1785ff49fdc5,1710114,10+ years,Home Mortgage
daf88325-ad88-4089-87b6-0952d12015a2,1153338,6 years,Home Mortgage
bd8bbd27-a5b1-4fde-b38e-b7eb240d9e09,956175,5 years,Rent
cbf3917c-f052-4752-ad81-bff03a72cd36,1441967,10+ years,Home Mortgage
78618ebb-19e0-40e5-bf8a-b0db8f06b060,,< 1 year,Own Home
2597e310-467a-4a49-9763-7e5854d4a0fe,678490,10+ years,Rent
6e1d71b7-ade4-485b-a19b-832b8b92cfea,660022,1 year,Rent
7dbb14f5-999d-4456-b5af-5ad56c9682df,,8 years,Rent
5ffc2a0d-a676-46be-b0d3-00ef9de74716,1212048,8 years,Home Mortgage
cc873e1f-9fb9-48bd-9f4b-77004eb4833f,1876877,3 years,Own Home
feaa6843-5953-4bbe-b425-44ae23131963,2233488,6 years,Rent
20dcacde-9ff3-4dd4-b7aa-9c4fc89de2cb,1305832,1 year,Rent
97991843-f1c4-424d-8ae2-f2fd65f404fc,841662,10+ years,Own Home
33f8443e-50fb-4f45-8086-fe91015b1b14,,< 1 year,Rent
c55a99f5-4fcf-4613-9f4c-e973b144f01c,710239,2 years,Rent
ba5196ec-73cc-4bf7-8ba0-55ec6802a313,2699102,1 year,Home Mortgage
c2c034d4-2fc8-42f5-8b91-194b96c18b85,959785,3 years,Own Home
069f8aed-2aaa-4303-9444-917d497ebab5,1316282,3 years,Rent
b24d61b8-d267-4bef-88df-95dd270b2d64,2288208,7 years,Rent
46e0f635-c2bb-445f-8ff9-45f4a6ac8a2d,472207,3 years,Rent
14c2f6a2-88eb-443e-89ae-57b8de65bc32,,1 year,Rent
4b59f0e0-ae2d-4395-8475-b476e0edb474,1032574,3 years,Rent
dbe605eb-e876-4ed6-b6e2-0d7b5f945423,2368597,10+ years,Own Home
56fffd5f-49a2-4ec3-b057-c3bea303b891,2470931,10+ years,Home Mortgage
d94bdcc0-617b-4c07-a3ea-6ead4455c43b,1278320,10+ years,Rent
8e4ec74e-de94-4c8e-af55-0ada96419c34,1230307,n/a,Home Mortgage
190217a0-4884-4e3d-9145-6d2a8aa9f334,906889,3 years,Rent
d2dd2acf-b85d-49da-9174-7948b54faa50,1664400,10+ years,Home Mortgage
e93c81fb-97f1-4937-a99b-d0d35d831207,1695636,10+ years,Home Mortgage
dfaa8ec8-6d8c-4a09-b0d8-3dea37ed3151,2071627,8 years,Home Mortgage
e1fef182-6918-485e-a0af-5da74dec0c21,1225747,9 years,Home Mortgage
b616c84b-eba8-4aae-88eb-f8a5b702cc4c,963490,7 years,Rent
4d0abcf5-3882-486e-ab13-58382cbc8a3a,1002307,5 years,Rent
4f34f59a-67e8-49ec-aab9-4cca7f835cf7,982604,9 years,Rent
598bfca6-d5e0-4428-beaa-926f2df80313,1687162,10+ years,Home Mortgage
41d6c11c-7fd2-45e4-bc5a-b5972742ba06,810521,10+ years,Rent
68bbf4b2-996f-42dd-b263-053c2fed2907,670985,3 years,Rent
0a7add20-338a-40e8-b8df-6d54d23be961,3729453,2 years,Home Mortgage
60ab9ea0-c2a0-4d18-9528-e29f2363ef3b,1220009,10+ years,Home Mortgage
af89c96a-7e9a-4ac3-9c2e-9f71cfa2da9a,1467389,10+ years,Own Home
fad70f3a-dae1-4b06-a8b8-230a49cd83f4,1156302,10+ years,Home Mortgage
de484a56-92c5-4afc-9393-d128409a800b,,8 years,Rent
051c8c72-e9c1-4d58-9bab-5c929c435486,576954,< 1 year,Rent
f985fa7b-f433-487a-b037-f2af4435640f,837387,5 years,Home Mortgage
2d232292-26df-4d56-ac95-45cc845cf63f,1005100,2 years,Rent
9ea4d901-5365-4f26-bbe5-cf37f52445df,2074534,7 years,Home Mortgage
5a50ece5-d70b-40bd-84da-f4dc564db45e,618982,3 years,Rent
4d67b98d-8fcb-4174-930a-05b1a4330013,1190692,2 years,Rent
80a721b0-fa9d-423e-870f-9ec965c889a8,3357585,10+ years,Home Mortgage
22ff3d4d-09a6-4444-b2e7-f7bae4ab08e7,,10+ years,Home Mortgage
1eb076ab-611d-4f8d-8ca7-b5e496cadc02,982528,7 years,Home Mortgage
ca69c3f8-3498-40e7-8c99-4fd92afd5695,1137606,< 1 year,Home Mortgage
7c13a8fc-8336-4ad9-8c8f-d6d0c2cdd940,2145233,9 years,Home Mortgage
650bf8e3-337f-46f0-a01c-9368eec2a87e,,10+ years,Home Mortgage
35223db6-b226-444f-bc2b-61717e5b57a1,,4 years,Rent
f96cbee3-47b5-42fb-8310-a65be083a857,1006791,7 years,Home Mortgage
d66db63e-71c1-452e-ab42-d9dc2c229200,,3 years,Rent
da3aee3b-5aa4-448b-8f65-c1832944175f,907421,8 years,Rent
75e6c294-9f8b-4796-866a-1e5656eda582,1411320,7 years,Home Mortgage
b8562e3d-0c6e-483a-b4a6-c16b5c76652c,673379,9 years,Rent
e2083a94-1fb9-4e07-83e0-4ab81f9c5d4f,2997041,6 years,Own Home
3ff7eb6e-f15d-4d8c-b57f-984ba84f0cd6,915743,1 year,Rent
9b1d76a4-fea6-48ff-873c-287726a8b735,478952,10+ years,Rent
f40b6e96-c1da-4244-88c4-49d49b9d893a,2080367,10+ years,Home Mortgage
909e3444-ff27-464d-bafa-d6f0a6a19536,1052942,5 years,Rent
71956afd-8aad-4cfc-8ff5-b09baef08187,1236615,2 years,Home Mortgage
21f9bad4-1410-40f5-8008-734c64e322e8,1748665,10+ years,Rent
1f6fa086-ed19-4862-a906-f342673c0884,1305566,3 years,Home Mortgage
bdc94663-21aa-4c63-8ccb-45e4004ffab4,,3 years,Rent
7645ec3a-0233-4837-b989-6ad7ee7da010,1707948,3 years,Rent
affb2a47-6236-4c92-9ee3-ea574609368c,,10+ years,Home Mortgage
ab6209b5-d1e0-4fb4-92d8-81d5614e5e78,842175,< 1 year,Rent
a616f0e5-b737-4566-9f1a-917a86c224bc,,< 1 year,Home Mortgage
19c94018-b6e8-4f8a-a988-fe21ceb2b2bf,1493096,8 years,Home Mortgage
7f41b6b5-d2f3-469a-9dfd-68886085ee8d,,5 years,Home Mortgage
25ef6782-77ed-4759-b27e-eedfa1382fda,1900190,10+ years,Rent
c78e95d1-1207-4c35-9ec9-8cbdb371ef2d,1493248,2 years,Rent
b21e403e-c6ff-420c-b887-700c99855d78,,10+ years,Home Mortgage
5cccbdf0-ec36-4483-a164-c8177587d21f,1206101,3 years,Rent
ef2ce46f-57a1-485c-a0fe-6022e6eafbf9,1022010,8 years,Home Mortgage
af19c6dd-c589-40af-ab94-5af312904b16,1526840,3 years,Home Mortgage
23953220-759b-4e4e-9d87-640be7085ebe,,10+ years,Home Mortgage
69f057b4-cfd5-4cd9-badc-a19e37ee40ee,,4 years,Own Home
a85885cd-d86d-4170-808c-f2bc0ff57fc6,811414,10+ years,Home Mortgage
07d6ddf6-bb6e-4eea-8801-a2392cc038cd,673056,8 years,Own Home
4c4b76a2-5369-48c6-84b3-8c71e5c9b7a4,623295,5 years,Rent
2454474b-49ad-42df-857f-4b452e859b51,1524028,9 years,Rent
efe83556-4594-4b4f-b5db-1dd092f3132e,964915,7 years,Home Mortgage
a1b116fc-0396-4f90-92fb-940d78262bc9,1354396,10+ years,Home Mortgage
691141a5-6d0a-4f10-abd5-0d8989a5b5fd,507661,< 1 year,Home Mortgage
f75d0db9-1a47-426b-93fd-7c7ecf3a1113,2463426,n/a,Home Mortgage
64a7974d-de78-40c3-b62e-36ef2dd26f51,1162572,< 1 year,Home Mortgage
0fd961bc-82d4-4c43-9c6b-a1b1d32f512f,1257971,10+ years,Own Home
58fec67e-7280-4ba2-9a69-f84b95f9450a,892278,10+ years,Home Mortgage
1132debd-99dd-495f-a228-b26d6e12dbf1,,10+ years,Home Mortgage
7616d7c2-b28b-4ccd-a9f4-92312709174a,,10+ years,Home Mortgage
b9ed18a8-c588-4a1a-9fc1-a067f3e14c27,,10+ years,Home Mortgage
fae45f12-03ce-4ec1-8484-d45b44528aa8,1446375,n/a,Own Home
74cdeb55-5e08-4e85-bcf0-86934092aa37,2266548,6 years,Home Mortgage
9839556d-be73-4016-a9ba-38feb7447cca,534337,2 years,Rent
c7872f00-f4a7-4fe7-8536-967ebba08fbc,4287407,7 years,Own Home
a673f086-67ed-454b-b85a-e571e561a569,1607894,< 1 year,Rent
f0ecf5f5-bd58-4d3c-92fa-c66bdd8ee40b,810806,1 year,Own Home
5b7b0f7f-327d-42c4-a594-3c21359f3278,1058281,6 years,Home Mortgage
4b72bd95-752f-48a3-8bc1-588b30c1dd64,774820,10+ years,Home Mortgage
d2797a93-5cc5-4f8f-bbe5-70ee9ba2a4e2,1007019,10+ years,Home Mortgage
15be26bc-f273-4d26-86ed-8c75b970b62a,1438262,8 years,Home Mortgage
8da7528a-ff32-4987-a007-ead5cf536ce9,,10+ years,Home Mortgage
01dd893e-c707-4260-8373-329922e50e78,968639,2 years,Rent
55504863-bde6-4846-b5ba-24c2075b5940,1298213,5 years,Home Mortgage
e8204f96-73b8-47ea-b75d-f4ed0e5e3424,950361,n/a,Rent
80a1c5c6-220e-45d1-b406-44a634cbb360,1138518,9 years,Home Mortgage
58033fde-4f41-4bee-abe8-816ff602e9cd,3299198,2 years,Home Mortgage
2dd0ecc1-dd39-4465-9b1b-48cc12e84001,936320,< 1 year,Rent
d1f28ea4-0d47-4d0d-a92c-c3c954b17b99,,7 years,Own Home
f20c2ad2-28b1-445e-8c76-9a4f9efb34b1,571425,6 years,Rent
cec30efc-e3c5-41bf-99ee-ee22716d6b7a,1585455,6 years,Home Mortgage
e21c4a61-8bdf-430b-8df4-ade61c735eb3,1102665,9 years,Home Mortgage
20dff599-a9e9-4495-8e4a-9165feaea04d,1447382,10+ years,Home Mortgage
52535501-0621-42e3-937b-f57bf70ec91a,,< 1 year,Rent
817350b3-a59f-48ff-9788-25fddb3a701e,730930,10+ years,Rent
ecd6ec03-1601-4d76-8180-379c6d665f4f,975004,6 years,Home Mortgage
84b523d0-26de-498a-9a78-2c08be004091,581001,3 years,Rent
3fda1c54-80d0-4162-90b1-709f6ca24d18,1805551,5 years,Home Mortgage
dfe7e96c-f2e2-4682-b75d-8526d9f4245b,656583,10+ years,Rent
77c4369f-75d1-4ac7-92cc-32fbb654d826,2269968,1 year,Home Mortgage
8b7a6700-768d-46a2-929e-3b0053404c36,,6 years,Home Mortgage
594cc4e5-83f4-48b4-9ee1-7f6ad98894fd,575396,n/a,Own Home
1ce3f3d0-f683-4c47-a280-ea24f1fda73c,558486,5 years,Own Home
3964b490-29d7-4ef7-9000-9df03af3dbe5,1243778,7 years,Rent
8a06c5b5-01cd-41f4-9039-af251b6bfcd9,,10+ years,Home Mortgage
30e41a9b-eb09-46b5-b114-4c49e86e927a,,3 years,Home Mortgage
338dfe9a-2079-4e08-b133-dc433fab0ce3,2042291,10+ years,Rent
0cfb0fa4-dffc-4e2a-9f89-17edbbacb4a4,714210,< 1 year,Rent
00a0d58c-88a7-4828-9720-391b3fe73e0b,828058,6 years,Own Home
b5501664-e0c8-4c23-8724-d11616572c27,1292266,9 years,Home Mortgage
27744168-54f8-409d-ab87-1d80b8093a66,1926296,2 years,Rent
96206993-6759-4fae-a63e-f1b3698c52e5,,3 years,Rent
d0d279ed-c6f4-4586-b581-fcdee7179d63,4112284,6 years,Home Mortgage
82e623d8-69f9-418b-a8ef-0d3951724dee,452808,< 1 year,Rent
b0b33b86-380a-441a-87be-7a61d895b180,752571,4 years,Home Mortgage
07e7a5ee-930c-4de4-a125-81fbe8a79b66,1234563,10+ years,Home Mortgage
c1697970-9f7a-48da-b629-5d397527852f,477565,5 years,Home Mortgage
28cc9aae-d364-4a81-be4c-9d098618c481,,6 years,Rent
7db0b730-4ab1-4eb9-8e5c-7be2132b0230,,4 years,Own Home
68c35987-ed31-4910-8e34-46ae17540fb3,809571,2 years,Home Mortgage
141c396b-333f-45d8-b486-9cfca3615556,2826915,10+ years,Rent
cc6788fa-1ac9-4c60-86a2-35a7a7ae3327,530575,< 1 year,Home Mortgage
7445c4d6-5663-497e-8860-59573efb0ea4,1042910,6 years,Home Mortgage
3875e507-8931-4357-a7a7-d1f81a2a61e7,1114559,10+ years,Home Mortgage
cc53917c-f0c3-421d-adb2-1238bff1e0ea,1495927,10+ years,Home Mortgage
bfe82b34-7796-44ad-9b90-a1a6174d435e,1198976,10+ years,Home Mortgage
032dc2d4-6374-42e8-bda6-bb05cfcc5e9b,1681272,3 years,Rent
592a2d84-22de-4348-a979-f2a0922a7dc9,876128,5 years,Home Mortgage
df8782cd-6837-41ae-8f17-fe1e8a5e80b3,1261315,3 years,Rent
44c7704d-e3db-46a4-b481-42af7a868c21,,6 years,Home Mortgage
1f9cea09-6d8e-4cb7-93fa-65d8da9b551d,2087283,10+ years,Home Mortgage
d9811eef-0df7-4f85-b68e-e4c47cf42340,1729836,10+ years,Home Mortgage
fd75def6-73bf-4c9c-820b-90b4a64b6756,2298240,2 years,Rent
8c8a3a6d-777b-4ba7-be8d-90a826450f76,568461,5 years,Own Home
214d400a-c3c7-4c4f-8f36-b2262bb4d6c7,,2 years,Rent
20712f17-560f-46c7-a353-9f9b3fe60e05,464322,3 years,Rent
81d11865-ac87-4aa4-9917-89a1f5ddc209,468483,< 1 year,Rent
91968202-006e-47a4-a8b4-8788c1e097b2,,9 years,Home Mortgage
a99e1ba5-6dc7-4400-8229-6950b7870ed8,946181,10+ years,Home Mortgage
ba3ae298-aa2e-4480-a34c-6b14f00b901c,1085033,10+ years,Home Mortgage
8d930fc7-ad5c-4409-a9ee-62b03a91516b,3369346,n/a,Home Mortgage
5e9c5ee2-0c46-44e1-9402-8fda9336b2b6,1066850,9 years,Home Mortgage
e9797cc0-dbc9-4647-bac8-1c51020282d5,1295097,4 years,Home Mortgage
f3eb9d09-a93b-4661-9eee-0a68acfab7e0,1653437,1 year,Rent
70ccd737-5f5f-4181-a9d7-a39bfed947d6,,10+ years,Home Mortgage
efb663ec-9e00-4477-b4cd-8b9ea79389b2,645468,< 1 year,Rent
39338ac1-c746-4469-a0da-6abc7707ee55,1922876,1 year,Home Mortgage
4472c303-8360-48a1-9d47-06f1954b18a5,1011712,3 years,Own Home
56f37a6a-8132-44d8-b94a-c30054108165,1579470,8 years,Home Mortgage
35423bda-3324-4d50-833c-ac374f57a3bf,1301804,10+ years,Home Mortgage
c872f5c1-c97d-4e65-9cf3-dd01d03cb571,825379,3 years,Rent
89e17835-622c-452c-803d-591d2b3f0d60,1400699,1 year,Home Mortgage
1bf03eff-e915-4543-b024-0f9088122791,2695112,10+ years,Home Mortgage
4c827ab1-5689-4e1c-a621-3b1d88f6aa15,1121190,10+ years,Home Mortgage
62c700f8-2da3-4154-8a4c-4d3950d2e7a9,725363,< 1 year,Rent
caa1095c-21e0-40d6-89db-66937ab5c4d9,,10+ years,Home Mortgage
ba226f1a-08cc-4df8-b20b-e621bf7cf547,1022846,10+ years,Rent
9ce1ad59-8ea7-4c43-abcc-ec7e87c4ce35,951064,7 years,Rent
487ef9e2-4692-4ec7-840b-c7664eb5baac,2108392,1 year,Home Mortgage
5ec7e804-9637-4b31-a5db-c1c6d76788fe,687667,10+ years,Rent
5dc94f36-910f-4b85-8b65-c2feea7e3c00,608608,3 years,Rent
74e6315b-8599-4706-9687-115ae2417667,570532,1 year,Rent
94e551a6-6c0d-4fc8-b9b7-cc824fe28081,1862741,10+ years,Home Mortgage
74d71dc8-2836-43dd-840f-ed4dfe6727fb,1877390,10+ years,Home Mortgage
4a1a53c0-f7d0-4b7e-84b1-cc8c33db6d53,,10+ years,Home Mortgage
68981a31-fd0d-4a36-be3e-0f217f9370a8,2862540,5 years,Home Mortgage
d2981fd9-5218-48b4-9fbb-44a3e17392b4,,10+ years,Home Mortgage
93b553e3-3ee1-413e-951a-f41155315d6f,,5 years,Home Mortgage
fbbf85ad-dc25-4c79-b02e-6dc9790c785f,952755,3 years,Home Mortgage
2cb88df0-5763-415d-9cf9-bb8679768e66,,10+ years,Home Mortgage
5bb60771-4ec3-4558-8ab6-ced1c6edbd26,,2 years,Rent
1b5faf68-b5b7-40d0-b30c-59392541b05f,964478,1 year,Home Mortgage
0eb9a3cd-b2c1-4f7f-8177-fa6e0a9e1bf2,2767407,6 years,Home Mortgage
3c8474b6-639b-433d-b37a-1450878cbc87,1222897,5 years,Home Mortgage
550c1029-585b-4002-a7c1-3c05a6be3245,797373,3 years,Home Mortgage
6cfb16ad-e575-4f48-87df-b5d97d00bc40,,< 1 year,Rent
bce84d54-fca6-4810-8000-d95dad30ee08,779969,10+ years,Rent
41ffffe6-bc95-4e3d-b7c7-cea9ad25f339,,2 years,Rent
06a109e4-f32f-4be9-88c2-95e72ca19f62,1266160,1 year,Rent
e0e91156-5cca-43a1-ac2a-2ca25463ecf0,2022531,10+ years,Own Home
c4d59fc5-93e5-41d4-b916-031bbbf237b4,1089213,3 years,Rent
1fb08359-e932-49a1-b288-36a07128b564,568347,3 years,Rent
740328e3-5d4c-41ff-b743-1a041745637d,1026209,10+ years,Home Mortgage
3701117e-c5e7-44f0-8b7b-dc90f4f27c66,1217710,10+ years,Home Mortgage
867fc564-829a-4d2f-8ebf-dcc18e58a63f,375554,10+ years,Rent
66939827-57dd-4450-a7cc-b05bec727808,764275,1 year,Rent
6639ced3-6d7e-401e-99b2-4eb98794cffd,1229072,10+ years,Own Home
9fd5320c-0aca-45e4-a52d-37f2520a4c0f,1392510,4 years,Home Mortgage
866618c6-fae1-4bd5-8f37-3a5b8f9201ad,1556100,2 years,Home Mortgage
63a8a14f-e069-41b1-ae25-6bf7422ff326,1141368,10+ years,Rent
2ed6d7c8-c655-49b4-9a50-0ea5a75a39ea,607753,10+ years,Own Home
32e26623-a2ee-44e2-9896-d41069a1961f,761140,1 year,Rent
5a30cdb4-324e-4ff0-81fb-ee42a4e7eafd,,2 years,Home Mortgage
53832003-707d-4939-b609-f397b7729a9e,1677852,6 years,Home Mortgage
37618d90-68d4-40b6-a695-fc14b0e9f552,417544,5 years,Rent
46fddd77-40bc-4441-af36-f20f2d02b49b,655557,< 1 year,Rent
1d3ca32d-1b08-4fc6-9140-6074008a5e51,1449947,10+ years,Home Mortgage
046228dd-2f87-41b6-9ea7-5bdeebb3f7d9,1351812,< 1 year,Rent
61b5f252-148c-4860-939e-59654e17bf7e,940234,5 years,Own Home
4398780d-f0b5-4169-ae60-a1df4ece4027,1151932,< 1 year,Rent
d06816c9-6847-43a8-b817-d445201324d1,784510,10+ years,Rent
d082d9de-4e66-4799-b71c-5208085d7f52,,2 years,Rent
d50e6870-30d9-47d0-9a3f-a62a80b25eaa,874057,4 years,Rent
2fd30910-ce50-4030-84a9-3c1253cb6029,1575176,< 1 year,Rent
9ea1bea9-ac3e-4447-9c9c-382aaa13a253,2320603,3 years,Home Mortgage
943b8615-065a-4b56-b664-8b866cc3c90c,2321952,3 years,Home Mortgage
93107dcf-ddba-475e-9174-28662f268482,2109019,7 years,Home Mortgage
ff486303-a810-4052-9bc0-97b12e51f1d6,1809408,6 years,Rent
e4db37bf-61f3-4651-aae3-8c08105d7db6,1451011,3 years,Home Mortgage
6b4af655-81d5-4484-9b03-c7e15535cb4d,,10+ years,Home Mortgage
66dce925-716c-48dc-a6ba-1faa33d7c6de,768873,1 year,Rent
1ff9b2fc-e548-4acf-8107-630d356fb7be,1545232,2 years,Home Mortgage
1e6624ad-15f4-4015-a6dc-bbe5acb904d0,569829,10+ years,Home Mortgage
7cfb4f7c-8894-4efd-9a56-de9b8daf6ac9,,2 years,Rent
aa1781a7-c52f-4472-8832-4b2259c28cbc,,10+ years,Rent
21e4e3c6-8433-4459-ad60-0bafb58c492a,,10+ years,Home Mortgage
c272080b-dbdf-4268-a3d9-f1a01989c14c,1707264,10+ years,Home Mortgage
9eec6ec0-6e3d-4b1d-a95d-072b10268410,1238705,10+ years,Rent
62923e53-46cd-4518-ab12-1779748c2768,1177772,3 years,Home Mortgage
daeb3819-3857-4d9d-bfeb-63231e8a242c,2459379,3 years,Rent
63db381f-2b77-4eca-aeb4-fd8bce238a04,590596,10+ years,Own Home
95c38951-5b6d-42ed-80dd-d77dfd2236b2,460883,n/a,Own Home
9a4c1ed7-55f1-40d4-9af1-6089d585cc49,3305050,4 years,Home Mortgage
2fade562-1f42-4383-8059-9b6441d6e42a,1026152,4 years,Rent
16593e9b-d40b-476a-8e9e-7bc2019b3e44,4291245,10+ years,Home Mortgage
9e237f5f-dfdc-45c5-9247-27bd5dca6fe9,1876820,10+ years,Home Mortgage
a90ca093-a08a-467b-9131-771af7be461f,1441530,5 years,Home Mortgage
a172aafd-5b3c-4dc4-88c0-37b0c255454e,,1 year,Rent
70ac6813-bea2-43a5-9282-167ca387a588,835753,7 years,Rent
5d89c637-83c6-4f49-ab93-ec73ef924c51,1499347,8 years,Home Mortgage
24213a27-5d62-43ad-bfd4-2978c39302a7,909530,10+ years,Home Mortgage
aa5d26eb-c3b4-4e05-a1b6-1191dc5d7561,2387122,10+ years,Rent
ce87bdaf-d1d3-44a4-b0db-2e8b8cf50fcb,595726,10+ years,Rent
9df02484-41f6-4aca-ac91-bffbea461923,801154,n/a,Own Home
fe09557b-fa30-4257-bae8-a094237ff139,630515,6 years,Own Home
02d86d47-17d3-4795-9dc1-bb9538273663,,10+ years,Home Mortgage
4e12f39d-4605-49b3-b63b-9e460c3b7cf8,,5 years,Home Mortgage
08ba9711-8581-4871-b97d-6bde396bc5a9,947682,10+ years,Rent
a5bd0925-d681-4da3-a5f6-10d703c60b54,1116288,3 years,Home Mortgage
d7e35434-9a8e-4c21-8744-2564be2164e7,1108213,10+ years,Home Mortgage
44ec4feb-28ae-46c9-b255-b51bda2da044,933945,8 years,Rent
467d2428-653a-4bd7-852a-06f9fffd90bb,579747,< 1 year,Rent
68e3dcf6-8373-433a-9aa5-065864bdb6be,1452227,2 years,Rent
f662b062-5fa5-463d-b5c0-4e36d09fcab1,651643,1 year,Own Home
bca21dc6-1316-4d73-99ba-f527dc2f2328,2432000,9 years,Home Mortgage
aa517caa-31d1-4787-88fc-25cc8b0e2f46,2335347,6 years,Home Mortgage
a33214d2-ac6a-4811-b88f-e950cb87fa24,958455,6 years,Rent
0cc6becc-dae7-48d6-a9a9-cb344708f5b2,2910192,10+ years,Home Mortgage
f9284f19-45a7-4593-b99a-f7ec5a853525,,8 years,Home Mortgage
0916a47a-8ce6-4886-8d99-5d45f284720e,,10+ years,Home Mortgage
c081ab38-9710-49df-9dbc-793f95d7f39c,964478,3 years,Rent
eaecb96d-7148-49da-b333-c2d2aa1b22bd,704102,n/a,Home Mortgage
d6630ad2-490f-46f7-bcb0-285c2caa4fe8,,5 years,Home Mortgage
e337f115-41c1-462d-9fc4-092e3132d7b4,899270,10+ years,Home Mortgage
773c2c9b-59c4-4667-994d-bd42b87aa403,844056,n/a,Home Mortgage
53840d27-c18e-4dd8-ab20-41a8d0c62765,2330616,5 years,Home Mortgage
2169ff81-b65f-4e31-924d-3af30ce333e0,2683674,6 years,Home Mortgage
a4b1158c-1d25-43f0-8280-1e87b78c983d,1158696,9 years,Rent
05a419fd-db8c-4311-bfac-741ae43b0754,,2 years,Home Mortgage
